"Identifier","Identifier ARK","Collection#1","Title#1","Non Sort#1","Subtitle#1","Alternate Title#1$3","Alternate Title#1$2","Alternate Title#1$1","Alternate Title#1$4","Alternate Title#1","Uniform Title#1","Name Part#1","Name Part Date#1","Name Authority#1","Name Type#1","Name Role Term Text#1","Name Part#10","Name Part Date#10","Name Authority#10","Name Type#10","Name Role Term Text#10","Name Part#11","Name Authority#11","Name Type#11","Name Role Term Text#11","Name Part#2","Name Part Date#2","Name Authority#2","Name Type#2","Name Role Term Text#2$2","Name Role Term Text#2$1","Name Role Term Text#2","Name Part#3","Name Part Date#3","Name Authority#3","Name Type#3","Name Role Term Text#3","Name Part#4","Name Part Date#4","Name Authority#4","Name Type#4","Name Role Term Text#4","Name Part#5","Name Part Date#5","Name Authority#5","Name Type#5","Name Role Term Text#5","Name Part#6","Name Part Date#6","Name Authority#6","Name Type#6","Name Role Term Text#6","Name Part#7","Name Part Date#7","Name Authority#7","Name Type#7","Name Role Term Text#7","Name Part#8","Name Part Date#8","Name Authority#8","Name Type#8","Name Role Term Text#8","Name Part#9","Name Part Date#9","Name Authority#9","Name Type#9","Name Role Term Text#9","Language Term#1$2","Language Term#1$1","Language Term#1","Language Term Code#1$1","Language Term Code#1$2","Language Term Code#1","Language Term Code Authority#1","Form#1","Form Authority#1","Digital Origin#1","Internet Media Type#1","Extent#1","Abstract#1","Note#1","Note Type#1","Note#2","Note Type#2","Note#3","Note#4","Type of Resource#1","Access Condition#1","Issuance#1","Edition#1","Date Issued#1","Publisher#1","Publisher#1$1","Publisher#1$2","Place Term#1","Place Term#1$1","Place Term#1$2","Date Captured#1","Issuance#2","Date Issued#2","Publisher#2","Place Term#2","Date Captured#2","Subject Topic#1","Subject Authority#1","Subject Topic#2","Subject Authority#2","Classification#1","Classification Authority#1","Physical Location#1","SubLocation#1","Name Part (technical)#1","Name Description (technical)#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Host Book Non Sort#1","Host Book Title#1","Host Book Subtitle#1","Host Book Alternative Title#1$1","Host Book Alternative Title#1$2","Host Book Uniform Title#1","Host Book Name Part#1","Host Book Name Part Date#1","Host Book Name Authority#1","Host Book Name Type#1","Host Book Name Role Term Text#1","Host Book Name Part#2","Host Book Name Part Date#2","Host Book Name Authority#2","Host Book Name Type#2","Host Book Name Role Term Text#2","Host Book Name Part#3","Host Book Name Part Date#3","Host Book Name Authority#3","Host Book Name Type#3","Host Book Name Role Term Text#3","Host Book Type of Resource#1","Host Book Place Term#1","Host Book Publisher#1","Host Book Date Issued#1","Host Book Edition#1","Host Book Issuance#1","Host Book Extent#1","Host Book Note#1","Host Book Note Type#1","Host Book Note#2","Host Book Note Type#2","Host Book Note#3","Host Book Note Type#3","Host Book Subject Topic#1","Host Book Subject Authority#1","Host Book Subject Topic#2","Host Book Subject Authority#2","Host Book Classification#1","Host Book Classification Authority#1","Host Book Physical Location#1","Host Book Sublocation#1","Host Book Extent List#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"perrault1695.pdf","https://ark.colorado.edu/ark:/47540/41408903487z","Once Upon A Time: Historical and Illustrated Fairy Tales","Griselidis nouvelle","","avec le conte de peau d'asne, et celuy des souhaits ridicules","","","","","","","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","Quatrie'me edition","1695","Jean-Baptiste Coignard","","","Paris","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433486","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/perrault1695_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433486~132678"
"wilde_v2.pdf","https://ark.colorado.edu/ark:/47540/80632371q7fg","Once Upon A Time: Historical and Illustrated Fairy Tales","Happy prince and other tales","The","","","","","","","","Wilde, Oscar","1854-1900","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1904","Thomas B. Mosher","","","Portland, Me.","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433493","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/wilde_v2_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433493~132682"
"aulnoy1764v1.pdf","https://ark.colorado.edu/ark:/47540/63412993q7r4","Once Upon A Time: Historical and Illustrated Fairy Tales","Histoire et adventures d'Hypolite, comte de Duglas","","","","","","","","","Aulnoy, Madame d' (Marie-Catherine)","1650 or 51-1705","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","Livre premier","numbering","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","Nouvelle edition","1744","","","","Paris","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433491","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/aulnoy1764v1_0007.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433491~132666"
"aulnoy1764v2.pdf","https://ark.colorado.edu/ark:/47540/4k584c18g01v","Once Upon A Time: Historical and Illustrated Fairy Tales","Histoire et adventures d'Hypolite, comte de Duglas","","","","","","","","","Aulnoy, Madame d' (Marie-Catherine)","1650 or 51-1705","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","Livre troisieme","numbering","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1764","","","","Paris","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433490","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1626/aulnoy1764v2_0006.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433490~132685"
"nspc_fairytales_MotherGoose","https://ark.colorado.edu/ark:/47540/sk73197027p0","Once Upon A Time: Historical and Illustrated Fairy Tales","Histories or tales of past times, told by mother goose. With morals.","","","","","","","Mother Goose's tales","Contes des fées -- English","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","Miege, Guy","1644-1718?","naf","personal","","","Translator","Childers, James Saxon","1899-1965","naf","personal","Editor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","""Written in French by M. Perrault, and Englished by G.M., gent. Newly edited by J. Saxon Childers."" -- T.p.","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","The tenth edition, corrected","1925","The Nonesuch Press","","","London","","","","","","","","","Fairy tales","lcsh","","","PQ1877.A7.E5 1925","lcc","University of Colorado Libraries","Special Collections Department","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098898","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1954/nspc_fairytales_MotherGoose_0009.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098898~141464"
"nspc_fairytales_talesToldAgain.pdf","https://ark.colorado.edu/ark:/47540/3m192m65w3d7","Once Upon A Time: Historical and Illustrated Fairy Tales","In fairyland: tales told again","","","","","","","Tales told again","","Chisholm, Louey","","LCNAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","application/pdf","xv, 1 unnumbered page, 211 pages, 30 unnumbered leaves of plates, including frontispiece: color illustrations; 21 cm","","Red Riding Hood -- Bluebeard -- Three little pigs -- Little One-Eye, Little Two-Eyes, and Little Three-Eyes -- Necklace of Princess Fiorimonde -- White cat -- Tom Thumb -- Three bears -- Ali Baba and the forty thieves -- Mermaid -- Sleeping Beauty -- Rapunzel -- Wanderings of Arasmon -- Snowdrop and the seven dwarfs -- Babes in the wood -- Hop o' My Thumb -- Jack and the beanstalk --Puss in Boots -- Aladdin and the wonderful lamp -- Snow-White and Rose Red -- Storks -- Rumpelstiltskin -- Jack the giant-killer -- Cinderella -- Beauty and the beast -- Wild swans","table of contents","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materials—whether in part or as an aggregation—to the extent permitted by law.","monographic","Fifth impression","[1904]","T.C. & E.C. Jack","","","","London (67 Long Acre, W.C.)","Edinburgh","2020-01-28","","","","","","Fairy tales","lcsh","Juvenile works","fast","PZ8 .I6 1904","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098910","4703","nspc_fairytales_talesToldAgain.pdf","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098910~232302"
"b48456494.pdf","https://ark.colorado.edu/ark:/47540/sp0f2k49m4hg","Once Upon A Time: Historical and Illustrated Fairy Tales","Irish fairy tales","","","","","","","","","Rackham, Arthur","1867-1939","naf","personal","Illustrator","","","","","","","","","","Stephens, James","1882-1950","naf","personal","","","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1920","Macmillan Co.","","","New York","","","","","","","","","Fairy tales -- Ireland","lcsh","","","PZ8.S58.I75 1920","lcc","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","original","b48456494","http://libraries.colorado.edu/record=b4845649~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433481","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b48456494_0008.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433481~132674"
"b59103917.pdf","https://ark.colorado.edu/ark:/47540/657b1h923412","Once Upon A Time: Historical and Illustrated Fairy Tales","Kinder-Märchen","","in neuer, sorgfältiger Auswahl","","","","","","","Grimm, Jacob","1785-1863","naf","personal","Author","Claudius, W. (Wilhelm)","1854-1942","naf","personal","Author","Schnorr, P","naf","personal","Author","Votteler, Chr. (Christian)","","naf","personal","","","Author","Dolleschal, E","","naf","personal","Author","Grimm, Wilhelm","1786-1859","naf","personal","Author","Klimsch, E. (Eugen)","1839-1896","naf","personal","Author","Mohn, V. Paul (Viktor Paul)","1842-1911","naf","personal","Author","Zick, A. (Alexander)","1845-1907","naf","personal","Author","Reiss, Fritz","1857-1916","naf","personal","Author","Flinzer, Fedor","1832-1911","naf","personal","Author","","","German","","","ger","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[1900?]","Loewes Verlag Ferdinand Carl","","","Stuttgart","","","","","","","","","Fairy tales","lcsh","","","PT921.G7 1900z","lcc","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","original","b59103917","http://libraries.colorado.edu/record=b5910391~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433496","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b59103917_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433496~132675"
"Crane1898.pdf","https://ark.colorado.edu/ark:/47540/1h3v4q56r25c","Once Upon A Time: Historical and Illustrated Fairy Tales","Little Red Riding Hood","","","","","","","","","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","Crane, Walter","1845-1915","naf","personal","","","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","Walter Crane's picture-books, re-issue","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[1898?]","John Lane","","","London & New York","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","472642","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/Crane1898_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~472642~132659"
"nspc_fairytales_DoreLittleRedRidingHood.pdf","https://ark.colorado.edu/ark:/47540/zx8f129998tk","Once Upon A Time: Historical and Illustrated Fairy Tales","Little red riding hood","","","","","","","","","Doré, Gustave","1832-1883","naf","personal","Illustrator","","","","","","","","","","Bloch, Donald Beaty","d. 1984","naf","personal","","","Former owner","Bloch, Marie Halun","","naf","personal","Former owner","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","application/pdf","","","Special Collections copy Donald Beaty Bloch Collection","general","Special Collections copy purchased from Marie Halun Bloch, 1991","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1867","D. Appleton & Co.","","","New York","","","2019-04-16","","","","","","Fairy tales","lcsh","Little Red Riding Hood (Tale)","lcsh","PZ8 .L582 1867","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098900","4662","nspc_fairytales_DoreLittleRedRidingHood.pdf","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098900~224323"
"nspc_fairytales_LittleRedRidingHood_stereo_02.tif","https://ark.colorado.edu/ark:/47540/3r6t675502hb","Once Upon A Time: Historical and Illustrated Fairy Tales","Little Red Riding Hood stereoscopic views","","Where are you going? said the wolf","","","","","Stereoscopic views of Little Red Riding Hood","","Unidentified author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","image/tiff","","","Transcribed from label: Where are you going? said the wolf. I am going to see my grandmother, to take these cakes and butter. Does she live far off? said the wolf. O yes, beyond the mill. Well said the wolf, let us see which will be there first.","general","Circa 1875. Hand colored Albumen scene with child and wolf. Printed label. (One of four cards.) Children's book file.","","","","photographs","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","","","","","[United States?]","","","","","[1875?]","","","2019-04-04","Fairy tales","lcsh","Little Red Riding Hood (Tale)","lcsh","PZ8 .P426 L58 1875","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098906","4664","nspc_fairytales_LittleRedRidingHood_stereo_02.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098906~224327"
"nspc_fairytales_LittleRedRidingHood_stereo_01.tif","https://ark.colorado.edu/ark:/47540/fg155z85t801","Once Upon A Time: Historical and Illustrated Fairy Tales","Little Red Riding Hood stereoscopic views","","Little Red Riding Hood","","","","","Stereoscopic views of Little Red Riding Hood","","Unidentified author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","image/tiff","","","Transcribed from label: Little Red Riding Hood.","general","Circa 1875. Hand colored Albumen scene of child with basket at door of cottage. Printed label, with title but no description. (One of four cards.) Children's book file.","","","","photographs","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","","","","","[United States?]","","","","","[1875?]","","","2019-04-04","Fairy tales","lcsh","Little Red Riding Hood (Tale)","lcsh","PZ8 .P426 L58 1875","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098905","4664","nspc_fairytales_LittleRedRidingHood_stereo_01.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098905~224328"
"nspc_fairytales_LittleRedRidingHood_stereo_04.tif","https://ark.colorado.edu/ark:/47540/vw2x8411z8r7","Once Upon A Time: Historical and Illustrated Fairy Tales","Little Red Riding Hood stereoscopic views","","Oh! Grandma! What great eyes you've got","","","","","Stereoscopic views of Little Red Riding Hood","","Unidentified author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","image/tiff","","","Transcribed from label: Oh! Grandma! What great eyes you've got.","general","Circa 1875. Hand colored Albumen scene with child looking at wolf in bed. Printed label. (One of four cards.) Children's book file.","","","","photographs","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","","","","","[United States?]","","","","","[1875?]","","","2019-04-04","Fairy tales","lcsh","Little Red Riding Hood (Tale)","lcsh","PZ8 .P426 L58 1875","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098908","4664","nspc_fairytales_LittleRedRidingHood_stereo_04.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098908~224325"
"nspc_fairytales_LittleRedRidingHood_stereo_03.tif","https://ark.colorado.edu/ark:/47540/gz2b6272g5hv","Once Upon A Time: Historical and Illustrated Fairy Tales","Little Red Riding Hood stereoscopic views","","Pull the bobbin and the latch will go up","","","","","Stereoscopic views of Little Red Riding Hood","","Unidentified author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","image/tiff","","","Transcribed from label: Pull the bobbin and the latch will go up.","general","Circa 1875. Hand colored Albumen scene with child opening door, with wolf in bed. Printed label. (One of four cards.) Children's book file.","","","","photographs","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","","","","","[United States?]","","","","","[1875?]","","","2019-04-04","Fairy tales","lcsh","Little Red Riding Hood (Tale)","lcsh","PZ8 .P426 L58 1875","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098907","4664","nspc_fairytales_LittleRedRidingHood_stereo_03.tif","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098907~224326"
"maitrechat.pdf","https://ark.colorado.edu/ark:/47540/gq8c356986tw","Once Upon A Time: Historical and Illustrated Fairy Tales","Maître chat ou le chat botté","Le","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","This volume faithfully reproduces the original edition of 1697. Perrault was still alive at that time (he died in 1703). This small volume was exquisitely bound in gilt gold edged decoration, probably done in the 19th or early 20th century.","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","","","","","","","","","","20090220","","","","","","","","","","","","","","Hicks, Alison","scanning technician","host","b54153396","http://libraries.colorado.edu/record=b5415339~S3","","Histoires, ou, Contes du temps passé","avec des moralitez","Contes de ma mere loye","Contes du temps passé","Contes des fées","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","","text","Amsterdam","Jaques Desbordes","1700","Suivant la copie, à Paris","monographic","[8], 175, [1] p. : ill. ; 14 cm. (small 12mo)","par le fils de Monsieur Perreault [sic] de l'Academie françois [sic]","statementOfResponsibility","Contains eight ""Mother Goose"" stories, adding ""Les Fées"" to the seven mentioned by Tchemerzine, cited below, in the first edition","content","Tchemerzine, A. Bibliographie ... d'auteurs français, IX, 180(c)","citation/reference","Fairy tales","lcsh","","","PQ1877.A7 1700","lcc","University of Colorado Libraries","Special Collections Department","p. 63-80","433794","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/maitrechat_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433794~132662"
"nspc_fairyTales_RhymesOfMotherGoose","https://ark.colorado.edu/ark:/47540/9r7v5m80x6dz","Once Upon A Time: Historical and Illustrated Fairy Tales","Mother Goose rhymes","","","","","","","Rhymes of Mother Goose","Mother Goose","McCandlish, Edward","","naf","personal","Illustrator","","","","","","","","","","Roycroft Shop","","naf","corporate","","","Printer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[between 1900 and 1999]","The Roycrofters,spc","","","East Aurora, N.Y.","","","","","","","","","Nursery rhymes","lcsh","","","PZ8.3.M85.M86 1900","lcc","University of Colorado Libraries","Special Collections Department","","","original","b43714602","http://libraries.colorado.edu/record=b4371460~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098871","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1959/nspc_fairyTales_RhymesOfMotherGoose_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098871~141468"
"nspc_fairytales_RoutledgeMotherGoose.pdf","https://ark.colorado.edu/ark:/47540/ns7c2x83j2kw","Once Upon A Time: Historical and Illustrated Fairy Tales","Mother Goose's fairy tales","","","","","","","","","Corbould, Edward Henry","d. 1815-1905","naf","personal","Illustrator","","","","","","","","","","Crowquill, Alfred","","naf","personal","","","Illustrator","McConnell, William","d. 1833-1867","naf","personal","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","application/pdf","","","Special Collections copy Emily Wood Epsteen Collection","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[1880?]","G. Routledge","","","London","","","2019-04-19","","","","","","Fairy tales","lcsh","","","PZ8.3.M85 M87 1880","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098904","4662","nspc_fairytales_RoutledgeMotherGoose.pdf","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098904~224315"
