"Identifier","Identifier ARK","Collection#1","Title#1","Non Sort#1","Subtitle#1","Alternate Title#1$3","Alternate Title#1$2","Alternate Title#1$1","Alternate Title#1$4","Alternate Title#1","Uniform Title#1","Name Part#1","Name Part Date#1","Name Authority#1","Name Type#1","Name Role Term Text#1","Name Part#10","Name Part Date#10","Name Authority#10","Name Type#10","Name Role Term Text#10","Name Part#11","Name Authority#11","Name Type#11","Name Role Term Text#11","Name Part#2","Name Part Date#2","Name Authority#2","Name Type#2","Name Role Term Text#2$2","Name Role Term Text#2$1","Name Role Term Text#2","Name Part#3","Name Part Date#3","Name Authority#3","Name Type#3","Name Role Term Text#3","Name Part#4","Name Part Date#4","Name Authority#4","Name Type#4","Name Role Term Text#4","Name Part#5","Name Part Date#5","Name Authority#5","Name Type#5","Name Role Term Text#5","Name Part#6","Name Part Date#6","Name Authority#6","Name Type#6","Name Role Term Text#6","Name Part#7","Name Part Date#7","Name Authority#7","Name Type#7","Name Role Term Text#7","Name Part#8","Name Part Date#8","Name Authority#8","Name Type#8","Name Role Term Text#8","Name Part#9","Name Part Date#9","Name Authority#9","Name Type#9","Name Role Term Text#9","Language Term#1$2","Language Term#1$1","Language Term#1","Language Term Code#1$1","Language Term Code#1$2","Language Term Code#1","Language Term Code Authority#1","Form#1","Form Authority#1","Digital Origin#1","Internet Media Type#1","Extent#1","Abstract#1","Note#1","Note Type#1","Note#2","Note Type#2","Note#3","Note#4","Type of Resource#1","Access Condition#1","Issuance#1","Edition#1","Date Issued#1","Publisher#1","Publisher#1$1","Publisher#1$2","Place Term#1","Place Term#1$1","Place Term#1$2","Date Captured#1","Issuance#2","Date Issued#2","Publisher#2","Place Term#2","Date Captured#2","Subject Topic#1","Subject Authority#1","Subject Topic#2","Subject Authority#2","Classification#1","Classification Authority#1","Physical Location#1","SubLocation#1","Name Part (technical)#1","Name Description (technical)#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Host Book Non Sort#1","Host Book Title#1","Host Book Subtitle#1","Host Book Alternative Title#1$1","Host Book Alternative Title#1$2","Host Book Uniform Title#1","Host Book Name Part#1","Host Book Name Part Date#1","Host Book Name Authority#1","Host Book Name Type#1","Host Book Name Role Term Text#1","Host Book Name Part#2","Host Book Name Part Date#2","Host Book Name Authority#2","Host Book Name Type#2","Host Book Name Role Term Text#2","Host Book Name Part#3","Host Book Name Part Date#3","Host Book Name Authority#3","Host Book Name Type#3","Host Book Name Role Term Text#3","Host Book Type of Resource#1","Host Book Place Term#1","Host Book Publisher#1","Host Book Date Issued#1","Host Book Edition#1","Host Book Issuance#1","Host Book Extent#1","Host Book Note#1","Host Book Note Type#1","Host Book Note#2","Host Book Note Type#2","Host Book Note#3","Host Book Note Type#3","Host Book Subject Topic#1","Host Book Subject Authority#1","Host Book Subject Topic#2","Host Book Subject Authority#2","Host Book Classification#1","Host Book Classification Authority#1","Host Book Physical Location#1","Host Book Sublocation#1","Host Book Extent List#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"1608straparola.pdf","https://ark.colorado.edu/ark:/47540/9b936s5463qg","Once Upon A Time: Historical and Illustrated Fairy Tales","Notte Undecima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italian","","","ita","iso639-2b","electronic","marcform","reformatted digital","tiff","","Although today the fairy tales of France's Charles Perrault and Germany's Jacob and Wilhelm Grimm are perhaps better known, the first literary fairy tales published in Europe appeared in Giovanfrancesco Straparola's Le piacevoli notti, or The Pleasant Nights (Venice; 2 vols, 1551 and 1553). The Pleasant Nights contains many different types of tales, including realistic novellas, stories about practical jokes, tragic and triumphant love stories, bawdy tales, and animal stories. Some sixteen of these 74 tales are fairy tales. Straparola is the author of Puss-in-Boots, the story of an impoverished boy whose enchanted cat earns him wealth, marriage to a princess, and a kingdom. Among the other fairy tales in The Pleasant Nights, we find a dragon slayer tale; the tale of a prince born in the shape of a pig due to a fairy's curse who regains his human form only after marrying three times; the story of Biancabella or ""White Beauty"" a princes who undergoes many trials until finally being saved by a fairy; and the a poor girl who acquire a magic doll that poops money and helps her marry a prince. We know very little about the life of Giovanfrancesco Straparola. He most likely was born in Caravaggio, Italy around 1480 and probably died in or near Venice around 1557. Besides his collection of tales, The Pleasant Nights, he wrote a collection of poetry published in 1508. Even his name is a mystery: ""Straparola"" translates roughly as ""too wordy"" or ""The Babbler"". Straparola's The Pleasant Nights was an early modern bestseller reprinted some twenty times in Italy between 1551 and 1620. The 1608 edition displayed here contains charming woodcuts that illustrate key scenes from the tales.","","","","","","","text","","","","","","","","","","","20090220","","","","","","","","","","","","","","Hicks, Alison","scanning technician","host","b3828988x","http://libraries.colorado.edu/record=b3828988~S3","Le","tredici piacevolissime notte","","","","","Straparola, Giovanni Francesco","ca. 1480-1557?","naf","personal","Author","","","","","","","","","","","text","Venetia","Z. Zanetti","1608","","monographic","[1], 309 p., [12] ; 15 cm","di M. Gio. Francesco Straparola da Carauaggio ... Nuouamente di bellissime figure adornate, & appropriate à ciascheduna fauola","statementOfResponsibility","","","","","Tales -- Italy -- Early works to 1800","lcsh","Fairy tales -- Italy","lcsh","PQ4634.S7 T7 1608","lcc","University of Colorado Libraries","Special Collections Department","","433784","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/1608straparola_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433784~132644"
"stephens1880.pdf","https://ark.colorado.edu/ark:/47540/rm7w2r14h76g","Once Upon A Time: Historical and Illustrated Fairy Tales","Nursery rhymes of Mother Goose","The","","","","","","","","Rackham, Arthur","1867-1939","naf","personal","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","","","","","","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433495","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1626/stephens1880_0003.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433495~132686"
"nspc_fairyTales_loiseauBleu","https://ark.colorado.edu/ark:/47540/2q3n9287w1j1","Once Upon A Time: Historical and Illustrated Fairy Tales","Oiseau bleu","L'","","","","","","","","Aulnoy, Madame d' (Marie-Catherine)","1650 or 51-1705","naf","personal","Author","","","","","","","","","","Anglada i Sarriera, Lola","1892-1984","naf","personal","","","Illustrator","McKenna, Olivia C.","","","personal","Honoree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","Special Collections copy in memory of Olivia C. McKenna","general","Special Collections copy in fragile condition with ripped spine, partially detached pages, housed in archival box","general","","","text","","monographic","","[between 1900 and 1999]","Librarie Hachette","","","Paris","","","","","","","","","Fairy tales -- France","lcsh","","","PZ8.A924.O34","lcc","University of Colorado Libraries","Special Collections Department","","","original","b1799425x","http://libraries.colorado.edu/record=b1799425~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098806","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1961/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098806~141469"
"nspc_fairytales_OldFrenchFairyTales.pdf","https://ark.colorado.edu/ark:/47540/b5743m45507h","Once Upon A Time: Historical and Illustrated Fairy Tales","Old french fairy tales","","","","","","","","","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","Madame D'Aulnoy","d. 1650 or 1651-1705","naf","personal","","","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","application/pdf","","","Special Collections copy Emily Wood Epsteen Collection","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1899","Little, Brown","","","Boston","","","2019-04-19","","","","","","Fairy tales","lcsh","","","PZ8.P426 O5 1899","lcc","University of Colorado Libraries","Special Collections Department","CU Digitization Lab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098903","4662","nspc_fairytales_OldFrenchFairyTales.pdf","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098903~224317"
"b4765093x.pdf","https://ark.colorado.edu/ark:/47540/tb8g0z8544mz","Once Upon A Time: Historical and Illustrated Fairy Tales","Peter Pan in Kensington gardens","","","","","","","","","Rackham, Arthur","1867-1939","naf","personal","Illustrator","","","","","","","","","","Barrie, J. M. (James Matthew)","1860-1937","naf","personal","","","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","""From 'The little white bird'""--t.p.","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1919, c1906","C. Scribner's Sons","","","New York","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","472603","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b4765093x_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~472603~132670"
"b46296591.pdf","https://ark.colorado.edu/ark:/47540/4d3s3880d1j0","Once Upon A Time: Historical and Illustrated Fairy Tales","Pinocchio","","the story of a marionette","","","","","","","Collodi, Carlo","1826-1890","naf","personal","Author","","","","","","","","","","Firman, Sidney G. (Sidney Grant)","b. 1868","naf","personal","","","Editor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[c1923]","John C. Winston Co.","","","Philadelphia","","","","","","","","","Fairy tales","lcsh","","","PQ4712.L4.A913 1923","lcc","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","original","b46296591","http://libraries.colorado.edu/record=b4629659~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433482","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b46296591_0009.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433482~132673"
"b45278829.pdf","https://ark.colorado.edu/ark:/47540/r59q3f759862","Once Upon A Time: Historical and Illustrated Fairy Tales","Pinocchio in Africa","","","","","","","","","Cherubini, Eugenio","","naf","personal","Author","","","","","","","","","","Patri, Angelo","b. 1876","naf","personal","","","Translator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1911","Ginn and Co.","","","Boston","","","","","","","","","Fairy tales","lcsh","","","372.883.C424p","ddc","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","original","b45278829","http://libraries.colorado.edu/record=b4527882~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433497","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b45278829_0005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433497~132672"
"wilde_v1.pdf","https://ark.colorado.edu/ark:/47540/gg5b4n65492m","Once Upon A Time: Historical and Illustrated Fairy Tales","Portrait of Mr. W.H.","The","","","","","","","","Wilde, Oscar","1854-1900","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1904","Thomas B. Mosher","","","Portland, Me.","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433494","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/wilde_v1_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433494~132681"
"potpouri.pdf","https://ark.colorado.edu/ark:/47540/cm9k3t28h6w3","Once Upon A Time: Historical and Illustrated Fairy Tales","Pot-pouri","Le","ouvrage nouveau de ces dames et de ces messieurs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1748","","","","Amsterdam","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427296","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/potpouri_0005.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~427296~132679"
"nspc_fairytales_GrimmsFairyTales","https://ark.colorado.edu/ark:/47540/zj3j2v0135zm","Once Upon A Time: Historical and Illustrated Fairy Tales","Selection from Grimm's fairy tales","A","","","","","","","","Grimm, Jacob","1785-1863","naf","personal","Author","","","","","","","","","","Grimm, Wilhelm","1786-1859","naf","personal","","","Author","James, Gilbert","","naf","personal","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[between 1900 and 1999?]","","H.B. Claflin","Siegle, Hill","","London","New York","","","","","","","Fairy tales","lcsh","","","PZ8.G882.S4 1900","lcc","University of Colorado Libraries","Special Collections Department","","","original","b43714341","http://libraries.colorado.edu/record=b4371434~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098843","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1957/nspc_fairytales_GrimmsFairyTales_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098843~141466"
"afanasiev1901.pdf","https://ark.colorado.edu/ark:/47540/zj3k1657n389","Once Upon A Time: Historical and Illustrated Fairy Tales","Skazka obʺ Ivani︠e︡-t︠s︡arevichi︠e︡, Zharʺ-ptit︠s︡i︠e︡ i o si︠e︡romʺ volki︠e︡","","","","","","","","","Bilibin, Ivan I︠A︡kovlevich","1876-1942","naf","personal","Illustrator","","","","","","","","","","Afanasʹev, A. N. (Aleksandr Nikolaevich)","1826-1871","naf","personal","","","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Russian","","","rus","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","","","[1901]","Izdanīe Ėkspedit︠s︡īi zagotovlenīi︠a︡ gosudarstvennykhʺ bumagʺ","","","[S.-Peterburg""] [Saint Petersburg (Russia)]","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433483","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/afanasiev1901_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433483~132646"
"Crane1911.pdf","https://ark.colorado.edu/ark:/47540/vb76855962wv","Once Upon A Time: Historical and Illustrated Fairy Tales","Sleeping beauty","The","","","","","","","","Crane, Walter","1845-1915","naf","personal","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","Walter Crane's picture-books, re-issue","general","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[19--?]","John Lane","","","London : New York","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","472655","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/Crane1911_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~472655~132660"
"b19592619.pdf","https://ark.colorado.edu/ark:/47540/973p4j90g4jm","Once Upon A Time: Historical and Illustrated Fairy Tales","Spanish fairy tales","","","","Caballero's fairy tales","The bird of truth and other fairy tales","","","","Caballero, Fernán","1796-1877","naf","personal","Author","","","","","","","","","","Ingram, J. H.","","","personal","","","Translator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[1920?]","J. B. Lippincott & co.","","","Philadelphia","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","472604","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/b19592619_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~472604~132671"
"nspc_fairyTales_PerraultsFairyTales","https://ark.colorado.edu/ark:/47540/gb8f9t46f27r","Once Upon A Time: Historical and Illustrated Fairy Tales","Tales of passed times written for children","","","","","","","","","Perrault, Charles","1628-1703","naf","personal","Author","","","","","","","","","","Austen, John","","naf","personal","","","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","[1923?]","E.P. Dutton","","","New York","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","","","original","b43714523","http://libraries.colorado.edu/record=b4371452~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098858","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1958/nspc_fairyTales_PerraultsFairyTales_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098858~141467"
"nspc_fairyTales_ThreeCoursesAndADessert","https://ark.colorado.edu/ark:/47540/2m9p936577xw","Once Upon A Time: Historical and Illustrated Fairy Tales","Three courses and a dessert","","comprising three sets of tales, West Country, Irish, and Legal ; and a melange","","","","","","","Clarke, William","1800-1838","naf","personal","Author","","","","","","","","","","Cruikshank, George","1792-1878","naf","personal","","","Illustrator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","4th. ed","1850","Henry G. Bohn","","","London","","","","","","","","","","","","","PR4453.C86.T5 1850","lcc","University of Colorado Libraries","Special Collections Department","","","original","b13425304","http://libraries.colorado.edu/record=b1342530~S3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1098885","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1964/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~1098885~141470"
"tirannie1730.pdf","https://ark.colorado.edu/ark:/47540/7j8c2h80x7h7","Once Upon A Time: Historical and Illustrated Fairy Tales","Tirannie des fees detruite","La","Nouveaux contes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1730","Michel Charles le cene libraire","","","Amsterdam","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433485","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/tirannie1730_0006.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433485~132680"
"1857straparole.pdf","https://ark.colorado.edu/ark:/47540/7w8w5h6921wz","Once Upon A Time: Historical and Illustrated Fairy Tales","XI NUÏCT","LA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","French","","","fre","iso639-2b","electronic","marcform","reformatted digital","tiff","","By 1576 both volumes of Straparola's The Pleasant Nights had been translated into French. Between 1560 (the publication of the Volume I) and 1615, the translation of The Pleasant Nights had become one of the most popular tale collections published in France, with editions printed in Lyons, Paris, and Rouen. Through these translations, Straparola's tales came to have a great influence on the French literary fairy tale tradition, an influence that French authors readily admitted. For example, in her preface to her own collection of tales, Sublime and Allegorical Stories (1699), one of France's earliest fairy tale authors, Mme Henriette-Julie de Murat, told her readers, ""I am pleased to indicate two things to the Reader. The first is that I took the ideas for some of these tales from and earlier Author entitled Les facétieuses nuits due Seigneur Straparole, printed for the sixteenth time in 1615. These Tales were apparently very fashionable during the last century, as there has been so much discussed about this book. The Ladies who have written up until now in this genre [the fairy tale] have drawn from the same source, at least for the most part. The second thing that I have to say is that my Tales were written since last April, and that if there are similarities with one of these Ladies in discussing some of my Subjects, I did not use any model other than the original, which will be easy to prove by the different paths we have taken."" Ladies such as Marie-Catherine d'Aulnoy were not the only authors to borrow plots from Straparola; male writers such as Charles Perrault did the same. Written in Neapolitan dialect rather than standard literary Italian, Basile's fairy tales would wait many centuries to be translated into other languages. Indeed, the first Italian translation of The Tale of Tales appeared only in 1747, more than a hundred years after the first Neapolitan edition was printed. Scholars believe, however, that French authors such as Charles Perrault had access to Basile's tales in the original Neapolitan. Most likely, Basile's tales entered France by way of Antoine Bulifon, a French printer who lived and worked in Naples. Bulifon's book shop was an important stop for French travelers visiting the city, including King Louis XIV's book buyer, Jean Mabillon, who purchased a great number of volumes from Bulifon and shipped them back to Paris.","","","","","","","text","","monographic","","","","","","","","","20090220","","","","","","","","","","","","","","Hicks, Alison","scanning technician","host","b54272270","http://libraries.colorado.edu/record=b5427227~S3","Les","facétieuses nuits de Straparole","","","","Piacevoli notti. French","Straparola, Giovanni Francesco","ca. 1480-1557?","naf","personal","Author","Louveau, Jean","","","personal","Translator","Larivey, Pierre de","ca. 1540-1619","naf","personal","Translator","text","Paris","P. Jannet","1857","","monographic","2 v. ; 17 cm","Tr. par Jean Louveau et Pierre de Larivey","statementOfResponsibility","","","","","","","","","PQ1103.B5 vol. 97-98","lcc","University of Colorado Libraries","Special Collections Department","","433774","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/1857straparole_0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433774~132645"
"wilde_v3.pdf","https://ark.colorado.edu/ark:/47540/1r1w6k56x6mj","Once Upon A Time: Historical and Illustrated Fairy Tales","Young king and the star-child","The","","","","","","","","Wilde, Oscar","1854-1900","naf","personal","Author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","English","","","eng","iso639-2b","electronic","marcform","reformatted digital","tiff","","","","","","","","","text","Material is in the public domain. However the holding institution may assert copyright for the digitized objects, underlying encoded text, selection, indexing, organization, and display of materialswhether in part or as an aggregationto the extent permitted by law.","monographic","","1904","Thomas B. Mosher","","","Portland, Me.","","","","","","","","","Fairy tales","lcsh","","","","","University of Colorado Libraries","Special Collections Department","Hicks, Alison","scanning technician","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433492","4837","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-53-NA/1625/wilde_v3_0004.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~53~53~433492~132683"
